1502,1,951.67,416.12,124.45,289.44,,,1,-1,-1,-1
1502,2,1107.71,134.97,69.56,168.07,,,1,-1,-1,-1
1502,3,320.66,298.38,147.32,314.81,,,1,-1,-1,-1
1502,4,1140.44,264.43,116.15,279.90,,,1,-1,-1,-1
1502,5,166.15,323.03,148.77,374.84,,,1,-1,-1,-1
1502,6,480.12,151.10,91.27,223.97,,,1,-1,-1,-1
1502,7,1063.52,454.64,117.25,268.58,,,1,-1,-1,-1
1502,8,59.41,316.43,146.52,171.35,,,1,-1,-1,-1
1503,1,948.88,418.63,124.27,288.95,,,1,-1,-1,-1
1503,2,1107.72,134.90,69.52,168.19,,,1,-1,-1,-1
1503,3,313.52,295.50,146.98,315.11,,,1,-1,-1,-1
1503,4,1141.41,262.51,114.27,275.03,,,1,-1,-1,-1
1503,5,165.91,323.09,150.90,380.68,,,1,-1,-1,-1
1503,6,475.73,149.75,92.75,226.97,,,1,-1,-1,-1
1503,7,1059.71,451.61,118.09,271.37,,,1,-1,-1,-1
1503,8,60.44,319.93,144.20,169.93,,,1,-1,-1,-1
1504,1,942.01,419.35,128.94,300.66,,,1,-1,-1,-1
1504,2,1107.77,134.90,69.41,168.19,,,1,-1,-1,-1
1504,3,304.01,294.67,145.43,313.86,,,1,-1,-1,-1
1504,4,1141.97,263.39,113.14,271.83,,,1,-1,-1,-1
1504,5,164.32,321.62,151.63,382.62,,,1,-1,-1,-1
1504,6,472.66,149.26,93.64,227.94,,,1,-1,-1,-1
1504,7,1053.85,450.86,117.48,272.06,,,1,-1,-1,-1
1504,8,74.88,322.57,113.11,132.53,,,1,-1,-1,-1
1505,1,938.05,420.94,129.75,303.15,F,30-45,1,-1,-1,-1
1505,2,1107.90,134.92,69.87,169.59,M,30-45,1,-1,-1,-1
1505,3,296.89,293.04,144.62,314.96,F,15-30,1,-1,-1,-1
1505,4,1139.16,262.28,117.31,282.40,F,30-45,1,-1,-1,-1
1505,5,164.80,321.11,151.21,381.80,F,30-45,1,-1,-1,-1
1505,6,471.82,156.93,92.24,222.53,F,30-45,1,-1,-1,-1
1505,7,1051.56,450.80,116.61,272.11,F,30-45,1,-1,-1,-1
1505,8,81.26,324.87,98.76,114.81,F,45-60,1,-1,-1,-1
1506,1,934.25,421.43,129.52,303.21,F,30-45,1,-1,-1,-1
1506,2,1107.86,134.93,70.21,170.76,M,30-45,1,-1,-1,-1
1506,3,290.13,291.15,143.65,315.41,F,15-30,1,-1,-1,-1
1506,4,1138.81,263.30,117.51,283.24,F,30-45,1,-1,-1,-1
1506,5,159.64,322.35,151.22,380.06,F,30-45,1,-1,-1,-1
1506,6,463.95,158.20,95.09,226.23,F,30-45,1,-1,-1,-1
1506,7,1049.01,453.71,114.51,269.21,F,30-45,1,-1,-1,-1
1506,8,82.41,325.42,96.83,111.70,F,45-60,1,-1,-1,-1
1507,1,930.22,424.97,128.15,299.67,F,30-45,1,-1,-1,-1
1507,2,1107.59,134.94,70.16,171.15,M,30-45,1,-1,-1,-1
1507,3,283.76,290.55,142.14,315.61,F,15-30,1,-1,-1,-1
1507,4,1133.99,260.96,118.74,286.22,F,30-45,1,-1,-1,-1
1507,5,163.91,322.80,149.35,375.26,F,30-45,1,-1,-1,-1
1507,6,462.27,159.96,96.15,226.16,F,30-45,1,-1,-1,-1
1507,7,1046.05,454.87,112.63,268.06,F,30-45,1,-1,-1,-1
1507,8,82.32,327.00,95.65,109.49,F,45-60,1,-1,-1,-1
1508,1,927.96,430.29,125.42,294.18,F,30-45,1,-1,-1,-1
1508,2,1107.93,136.31,69.24,169.22,M,30-45,1,-1,-1,-1
1508,3,285.32,290.40,141.27,315.72,F,15-30,1,-1,-1,-1
1508,4,1134.74,262.82,118.25,285.90,F,30-45,1,-1,-1,-1
1508,5,165.76,322.96,149.53,376.26,F,30-45,1,-1,-1,-1
1508,6,457.84,157.12,99.65,231.57,F,30-45,1,-1,-1,-1
1508,7,1042.84,455.35,111.04,267.59,F,30-45,1,-1,-1,-1
1508,8,82.63,328.89,94.61,107.61,F,45-60,1,-1,-1,-1
1509,1,924.80,433.52,123.94,290.74,F,15-30,1,-1,-1,-1
1509,2,1108.11,135.46,68.81,168.48,M,30-45,1,-1,-1,-1
1509,3,288.71,290.41,141.27,315.78,F,15-30,1,-1,-1,-1
1509,4,1134.94,262.19,118.31,287.06,M,15-30,1,-1,-1,-1
1509,5,165.77,321.66,150.92,380.71,F,15-30,1,-1,-1,-1
1509,6,456.09,159.37,100.01,229.52,F,30-45,1,-1,-1,-1
1509,7,1041.75,456.91,109.22,266.03,M,30-45,1,-1,-1,-1
1509,8,83.18,330.87,94.11,105.81,F,45-60,1,-1,-1,-1
1510,1,920.74,435.96,122.72,288.12,F,15-30,1,-1,-1,-1
1510,2,1108.21,135.15,68.57,168.20,M,30-45,1,-1,-1,-1
1510,3,286.94,290.46,141.02,317.16,F,15-30,1,-1,-1,-1
1510,4,1128.00,226.51,130.38,321.56,M,15-30,1,-1,-1,-1
1510,5,165.73,321.18,151.51,382.36,F,15-30,1,-1,-1,-1
1510,6,451.96,164.21,100.61,226.01,F,30-45,1,-1,-1,-1
1510,7,1040.87,460.22,107.09,263.41,M,30-45,1,-1,-1,-1
1510,8,78.07,333.58,108.09,122.93,F,45-60,1,-1,-1,-1
1511,1,905.98,438.11,123.47,285.82,F,15-30,1,-1,-1,-1
1511,2,1108.77,135.03,67.44,165.41,M,30-45,1,-1,-1,-1
1511,3,285.84,289.18,140.79,319.02,F,15-30,1,-1,-1,-1
1511,4,1124.53,213.55,132.85,334.09,M,15-30,1,-1,-1,-1
1511,5,166.08,321.01,152.31,384.29,F,15-30,1,-1,-1,-1
1511,6,448.23,164.61,102.72,226.02,F,30-45,1,-1,-1,-1
1511,7,1038.78,463.48,104.72,259.73,M,30-45,1,-1,-1,-1
1511,8,75.45,334.52,113.29,129.88,F,45-60,1,-1,-1,-1
1512,1,905.39,445.53,121.06,278.27,F,15-30,1,-1,-1,-1
1512,2,1108.68,134.99,66.94,164.36,M,30-45,1,-1,-1,-1
1512,3,285.14,288.74,140.26,319.72,F,15-30,1,-1,-1,-1
1512,4,1122.17,208.53,131.97,337.62,M,15-30,1,-1,-1,-1
1512,5,165.93,322.28,151.83,383.67,F,15-30,1,-1,-1,-1
1512,6,445.85,166.03,104.37,224.68,F,30-45,1,-1,-1,-1
1512,7,1035.78,464.01,103.16,259.72,M,30-45,1,-1,-1,-1
1512,8,76.10,335.45,114.55,132.72,F,45-60,1,-1,-1,-1
1512,17,1200.75,209.00,78.32,138.57,,,1,-1,-1,-1
1513,1,901.96,449.53,120.31,274.15,F,15-30,1,-1,-1,-1
1513,2,1108.67,134.98,66.72,163.99,M,30-45,1,-1,-1,-1
1513,3,276.48,283.96,139.17,323.97,F,15-30,1,-1,-1,-1
1513,4,1119.07,206.80,131.45,340.02,M,15-30,1,-1,-1,-1
1513,5,166.72,322.76,151.94,383.40,F,30-45,1,-1,-1,-1
1513,6,443.19,167.84,106.05,222.85,F,30-45,1,-1,-1,-1
1513,7,1033.59,457.50,103.65,265.76,M,30-45,1,-1,-1,-1
1513,8,77.27,335.08,114.51,133.82,F,30-45,1,-1,-1,-1
1513,17,1205.59,209.00,79.78,141.29,M,30-45,1,-1,-1,-1
1514,1,900.73,452.22,110.90,246.42,F,15-30,1,-1,-1,-1
1514,2,1108.97,134.98,66.70,163.86,M,30-45,1,-1,-1,-1
1514,3,273.62,282.21,135.59,321.58,F,15-30,1,-1,-1,-1
1514,4,1117.62,206.35,130.53,340.73,M,15-30,1,-1,-1,-1
1514,5,166.08,322.94,151.82,383.28,F,30-45,1,-1,-1,-1
1514,6,437.13,167.11,108.99,223.50,F,30-45,1,-1,-1,-1
1514,7,1033.70,461.67,100.87,262.06,M,30-45,1,-1,-1,-1
1514,8,80.87,334.87,114.72,135.52,F,30-45,1,-1,-1,-1
1514,17,1206.39,209.00,80.25,142.15,M,30-45,1,-1,-1,-1
1515,1,899.53,454.39,106.73,230.52,F,15-30,1,-1,-1,-1
1515,2,1109.08,134.98,66.71,163.83,M,30-45,1,-1,-1,-1
1515,3,273.65,280.27,132.33,319.32,F,15-30,1,-1,-1,-1
1515,4,1120.88,238.32,118.71,308.83,M,15-30,1,-1,-1,-1
1515,5,165.05,321.68,152.01,384.55,F,30-45,1,-1,-1,-1
1515,6,431.85,168.12,111.00,222.43,F,30-45,1,-1,-1,-1
1515,7,1029.32,463.29,99.60,260.63,M,30-45,1,-1,-1,-1
1515,8,81.20,336.14,115.47,136.40,F,30-45,1,-1,-1,-1
1515,17,1191.98,207.58,110.94,200.51,M,30-45,1,-1,-1,-1
1515,20,71.95,155.79,78.41,196.48,,,1,-1,-1,-1
1516,1,886.80,455.00,119.15,255.41,F,15-30,1,-1,-1,-1
1516,2,1109.35,134.98,66.26,162.51,M,30-45,1,-1,-1,-1
1516,3,273.87,279.60,129.67,318.46,F,15-30,1,-1,-1,-1
1516,4,1121.66,251.33,113.89,295.83,M,15-30,1,-1,-1,-1
1516,5,166.73,322.53,151.91,385.01,F,30-45,1,-1,-1,-1
1516,6,430.61,168.45,113.15,222.04,F,30-45,1,-1,-1,-1
1516,7,1025.15,465.22,97.76,258.77,M,30-45,1,-1,-1,-1
1516,17,1179.87,205.92,132.52,245.54,M,30-45,1,-1,-1,-1
1516,20,73.36,156.12,78.24,196.05,,,1,-1,-1,-1
1517,1,881.50,456.56,114.82,241.99,F,30-45,1,-1,-1,-1
1517,2,1109.42,136.31,66.15,162.02,M,30-45,1,-1,-1,-1
1517,3,272.64,278.08,127.59,318.13,F,15-30,1,-1,-1,-1
1517,4,1122.71,253.28,112.07,291.17,M,15-30,1,-1,-1,-1
1517,5,165.79,322.85,151.71,383.84,F,30-45,1,-1,-1,-1
1517,6,424.00,167.20,115.81,223.23,F,30-45,1,-1,-1,-1
1517,7,1023.42,473.25,93.67,250.10,M,30-45,1,-1,-1,-1
1517,8,90.09,334.76,93.24,108.73,F,30-45,1,-1,-1,-1
1517,17,1176.41,205.43,142.20,263.47,M,30-45,1,-1,-1,-1
1518,1,872.00,459.69,121.80,255.17,F,30-45,1,-1,-1,-1
1518,2,1109.13,135.48,66.07,161.86,M,30-45,1,-1,-1,-1
1518,3,270.91,276.23,121.66,309.40,F,15-30,1,-1,-1,-1
1518,4,1122.61,253.97,111.14,288.14,M,15-30,1,-1,-1,-1
1518,5,164.97,321.65,153.21,387.36,F,30-45,1,-1,-1,-1
1518,6,419.60,162.72,119.52,227.66,F,30-45,1,-1,-1,-1
1518,7,1022.04,470.18,93.90,253.60,M,30-45,1,-1,-1,-1
1518,8,91.26,335.67,91.61,106.83,F,30-45,1,-1,-1,-1
1519,1,869.28,464.72,114.57,240.76,F,30-45,1,-1,-1,-1
1519,2,1109.02,135.17,66.04,161.81,M,30-45,1,-1,-1,-1
1519,3,269.35,274.26,117.51,304.76,F,15-30,1,-1,-1,-1
1519,4,1122.10,251.52,111.82,289.73,M,15-30,1,-1,-1,-1
1519,5,163.37,321.19,154.38,389.98,F,30-45,1,-1,-1,-1
1519,6,414.54,159.04,122.66,230.64,F,30-45,1,-1,-1,-1
1519,7,1018.99,469.03,93.95,254.90,M,30-45,1,-1,-1,-1
1519,8,92.54,328.58,95.73,110.00,F,30-45,1,-1,-1,-1
